Dropout,Early Stopping,Regularization value,Model Acc,Model Loss,Validation Accuracy,Validation Loss
False,False,False,0.5,0.6931505799293518,0.5,0.693147599697113
False,False,1,0.5,0.6931731104850769,0.5,0.6931630373001099
False,False,0.5,0.4833333194255829,0.693226158618927,0.5,0.6931620836257935
False,False,0.1,0.5006666779518127,0.6931789517402649,0.5,0.6931509375572205
False,False,0.01,0.4819999933242798,0.6932138800621033,0.5,0.6931475400924683
False,False,0.001,0.9850000143051147,0.16535840928554535,0.7829999923706055,0.7729795575141907
False,False,0.0001,0.9990000128746033,0.03362364321947098,0.781000018119812,1.2103859186172485
False,False,1e-05,0.9990000128746033,0.015281295403838158,0.7850000262260437,1.237326979637146
False,False,1e-06,1.0,0.000964037433732301,0.7860000133514404,1.612904667854309
False,2,False,0.996666669845581,0.026230938732624054,0.7739999890327454,1.0146969556808472
False,2,1,0.48266667127609253,0.6931689381599426,0.5,0.6931573152542114
False,2,0.5,0.5,0.6931565999984741,0.5,0.6931530237197876
False,2,0.1,0.5,0.6931518316268921,0.5,0.6931482553482056
False,2,0.01,0.49266666173934937,0.6931639909744263,0.5,0.6931483149528503
False,2,0.001,0.9350000023841858,0.29457777738571167,0.753000020980835,0.8446385264396667
False,2,0.0001,0.9679999947547913,0.1566375344991684,0.7820000052452087,0.8456978797912598
False,2,1e-05,0.9509999752044678,0.17343634366989136,0.7820000052452087,0.9018629789352417
False,2,1e-06,0.9693333506584167,0.11950163543224335,0.7829999923706055,0.9969892501831055
False,4,False,0.5,0.6931531429290771,0.5,0.693149209022522
False,4,1,0.5,0.6931618452072144,0.5,0.6931576132774353
False,4,0.5,0.4906666576862335,0.6931591033935547,0.5,0.6931532025337219
False,4,0.1,0.5,0.6931607127189636,0.5,0.6931501030921936
False,4,0.01,0.48133334517478943,0.693167507648468,0.5,0.6931477189064026
False,4,0.001,0.9286666512489319,0.3141022026538849,0.7950000166893005,0.652298629283905
False,4,0.0001,0.9929999709129333,0.0698649063706398,0.7870000004768372,0.8604888319969177
False,4,1e-05,0.9993333220481873,0.01174226775765419,0.7889999747276306,1.0970243215560913
False,4,1e-06,0.996999979019165,0.0308072566986084,0.7760000228881836,0.8289778828620911
False,8,False,0.9553333520889282,0.15657763183116913,0.7919999957084656,1.0539087057113647
False,8,1,0.5,0.6931795477867126,0.5,0.693162739276886
False,8,0.5,0.5,0.6931578516960144,0.5,0.6931524276733398
False,8,0.1,0.4860000014305115,0.6931555271148682,0.5,0.6931476593017578
False,8,0.01,0.49399998784065247,0.6931662559509277,0.5,0.6931478381156921
False,8,0.001,0.9900000095367432,0.1638185977935791,0.7889999747276306,0.8618622422218323
False,8,0.0001,0.968666672706604,0.1535886973142624,0.7760000228881836,0.7127088308334351
False,8,1e-05,0.862333357334137,0.34895679354667664,0.7860000133514404,0.47580432891845703
False,8,1e-06,0.9583333134651184,0.14789874851703644,0.7820000052452087,0.8913970589637756
False,16,False,0.95333331823349,0.16141042113304138,0.7839999794960022,0.8210214972496033
False,16,1,0.49933332204818726,0.6931711435317993,0.5,0.6931579113006592
False,16,0.5,0.5,0.6931725144386292,0.5,0.6931521892547607
False,16,0.1,0.5,0.6931559443473816,0.5,0.693148136138916
False,16,0.01,0.5,0.6931774020195007,0.5,0.6931475400924683
False,16,0.001,0.9696666598320007,0.23062285780906677,0.7860000133514404,0.6644101142883301
False,16,0.0001,0.9440000057220459,0.21581584215164185,0.7919999957084656,0.8166225552558899
False,16,1e-05,0.9986666440963745,0.017734240740537643,0.7860000133514404,1.0292977094650269
False,16,1e-06,0.996999979019165,0.019108036532998085,0.7689999938011169,1.135419487953186
False,32,False,0.49533334374427795,0.6931557655334473,0.5,0.6931472420692444
False,32,1,0.5,0.6931686401367188,0.5,0.693157970905304
False,32,0.5,0.47866666316986084,0.6931861042976379,0.5,0.693151593208313
False,32,0.1,0.48533332347869873,0.6931597590446472,0.5,0.6931481957435608
False,32,0.01,0.9446666836738586,0.43791863322257996,0.7940000295639038,0.7172704935073853
False,32,0.001,0.9756666421890259,0.2123364806175232,0.7670000195503235,0.8212238550186157
False,32,0.0001,0.8176666498184204,0.523071825504303,0.777999997138977,0.590347170829773
False,32,1e-05,0.9613333344459534,0.10357549786567688,0.7620000243186951,0.9126729965209961
False,32,1e-06,0.5,0.6931560635566711,0.5,0.693147599697113
False,64,False,0.5,0.6931541562080383,0.5,0.6931476593017578
False,64,1,0.5,0.6932076811790466,0.5,0.6931580901145935
False,64,0.5,0.5,0.6931642889976501,0.5,0.6931524276733398
False,64,0.1,0.5,0.6931551694869995,0.5,0.6931490302085876
False,64,0.01,0.5,0.6931667327880859,0.5,0.6931481957435608
False,64,0.001,0.9756666421890259,0.2048589140176773,0.7940000295639038,0.6679185032844543
False,64,0.0001,0.9973333477973938,0.04966500401496887,0.7910000085830688,0.9976378083229065
False,64,1e-05,0.9990000128746033,0.014241288416087627,0.7820000052452087,1.4791074991226196
False,64,1e-06,0.9890000224113464,0.0391208715736866,0.765999972820282,0.915218710899353
0.1,False,False,0.5,0.6931543946266174,0.5,0.6931475400924683
0.1,False,1,0.5,0.6931825876235962,0.5,0.693164050579071
0.1,False,0.5,0.5,0.6931655406951904,0.5,0.6931553483009338
0.1,False,0.1,0.5,0.6931537389755249,0.5,0.6931489706039429
0.1,False,0.01,0.8809999823570251,0.48654741048812866,0.7639999985694885,0.6835268139839172
0.1,False,0.001,0.9683333039283752,0.18999440968036652,0.7900000214576721,0.6899988651275635
0.1,False,0.0001,0.9886666536331177,0.06820106506347656,0.7900000214576721,1.0694613456726074
0.1,False,1e-05,0.9823333621025085,0.08293402940034866,0.8029999732971191,0.9825379252433777
0.1,False,1e-06,0.4893333315849304,0.6931537985801697,0.5,0.6931472420692444
0.1,2,False,0.5,0.6931562423706055,0.5,0.693148136138916
0.1,2,1,0.5026666522026062,0.6931763291358948,0.5,0.6931621432304382
0.1,2,0.5,0.5,0.6931771636009216,0.5,0.6931545734405518
0.1,2,0.1,0.4833333194255829,0.6931608319282532,0.5,0.6931474208831787
0.1,2,0.01,0.8643333315849304,0.5325712561607361,0.7760000228881836,0.7305853366851807
0.1,2,0.001,0.9803333282470703,0.17908643186092377,0.7950000166893005,0.6787387132644653
0.1,2,0.0001,0.9766666889190674,0.12350884079933167,0.8130000233650208,0.7687243223190308
0.1,2,1e-05,0.9786666631698608,0.09338328242301941,0.796999990940094,0.7355150580406189
0.1,2,1e-06,0.9766666889190674,0.09331304579973221,0.7940000295639038,0.7715848684310913
0.1,4,False,0.9810000061988831,0.07450096309185028,0.777999997138977,1.081831693649292
0.1,4,1,0.5,0.6931594014167786,0.5,0.6931557655334473
0.1,4,0.5,0.5,0.6931646466255188,0.5,0.6931536197662354
0.1,4,0.1,0.5,0.6931673288345337,0.5,0.6931511759757996
0.1,4,0.01,0.4906666576862335,0.6931742429733276,0.5,0.6931477189064026
0.1,4,0.001,0.9819999933242798,0.16361558437347412,0.8149999976158142,0.7112146019935608
0.1,4,0.0001,0.9670000076293945,0.16361919045448303,0.8180000185966492,0.6086761355400085
0.1,4,1e-05,0.9776666760444641,0.09084821492433548,0.8040000200271606,0.8304944038391113
0.1,4,1e-06,0.5,0.6931629180908203,0.5,0.6931517124176025
0.1,8,False,0.9823333621025085,0.06363710016012192,0.7960000038146973,0.740027904510498
0.1,8,1,0.5,0.6931644082069397,0.5,0.6931592226028442
0.1,8,0.5,0.5,0.6931571364402771,0.5,0.6931535005569458
0.1,8,0.1,0.5,0.6931530237197876,0.5,0.6931478381156921
0.1,8,0.01,0.49399998784065247,0.6931537985801697,0.5,0.6931478381156921
0.1,8,0.001,0.5,0.693153977394104,0.5,0.6931476593017578
0.1,8,0.0001,0.972000002861023,0.14626547694206238,0.7940000295639038,0.7825446724891663
0.1,8,1e-05,0.9850000143051147,0.0559660941362381,0.8169999718666077,0.8410363793373108
0.1,8,1e-06,0.49000000953674316,0.6931692957878113,0.5,0.6931496262550354
0.1,16,False,0.9673333168029785,0.1288866549730301,0.7919999957084656,0.7545806765556335
0.1,16,1,0.5,0.6931656002998352,0.5,0.6931596398353577
0.1,16,0.5,0.5,0.6931588649749756,0.5,0.693152666091919
0.1,16,0.1,0.5,0.6931754350662231,0.5,0.6931489109992981
0.1,16,0.01,0.5,0.693158745765686,0.5,0.6931498646736145
0.1,16,0.001,0.9613333344459534,0.21666757762432098,0.800000011920929,0.7738611102104187
0.1,16,0.0001,0.9776666760444641,0.1027212142944336,0.8019999861717224,0.8137080669403076
0.1,16,1e-05,0.9833333492279053,0.08897630870342255,0.7860000133514404,0.8317840099334717
0.1,16,1e-06,0.9753333330154419,0.09941677749156952,0.7919999957084656,0.899226725101471
0.1,32,False,0.9733333587646484,0.1132950633764267,0.7900000214576721,0.8437181711196899
0.1,32,1,0.4866666793823242,0.693179190158844,0.5,0.6931570768356323
0.1,32,0.5,0.5,0.6931714415550232,0.5,0.6931532621383667
0.1,32,0.1,0.4699999988079071,0.6931847929954529,0.5,0.6931481957435608
0.1,32,0.01,0.49666666984558105,0.693157970905304,0.5,0.6931481957435608
0.1,32,0.001,0.9593333601951599,0.21610331535339355,0.8159999847412109,0.6933858394622803
0.1,32,0.0001,0.9769999980926514,0.12619052827358246,0.8080000281333923,0.8152459859848022
0.1,32,1e-05,0.9863333106040955,0.0440075621008873,0.7910000085830688,0.9605193734169006
0.1,32,1e-06,0.9766666889190674,0.06632109731435776,0.7950000166893005,0.725207507610321
0.1,64,False,0.9806666374206543,0.056001413613557816,0.7940000295639038,0.8594699501991272
0.1,64,1,0.5,0.6931638717651367,0.5,0.6931588649749756
0.1,64,0.5,0.5,0.6931591629981995,0.5,0.6931532025337219
0.1,64,0.1,0.5,0.693152904510498,0.5,0.6931496858596802
0.1,64,0.01,0.5,0.6931567192077637,0.5,0.6931477189064026
0.1,64,0.001,0.9703333377838135,0.21333587169647217,0.7929999828338623,0.7205052971839905
0.1,64,0.0001,0.9789999723434448,0.12218093872070312,0.8029999732971191,0.7150330543518066
0.1,64,1e-05,0.9736666679382324,0.10964848101139069,0.7720000147819519,0.9888361692428589
0.1,64,1e-06,0.9819999933242798,0.07133801281452179,0.8059999942779541,0.8081020712852478
0.2,False,False,0.9750000238418579,0.08763887733221054,0.8040000200271606,0.7554360628128052
0.2,False,1,0.5,0.6931718587875366,0.5,0.693162202835083
0.2,False,0.5,0.4959999918937683,0.6931582093238831,0.5,0.69315505027771
0.2,False,0.1,0.5,0.693162739276886,0.5,0.6931498050689697
0.2,False,0.01,0.5,0.6932058334350586,0.5,0.6931554079055786
0.2,False,0.001,0.953000009059906,0.2414507418870926,0.8009999990463257,0.6734415888786316
0.2,False,0.0001,0.9763333201408386,0.12512613832950592,0.8140000104904175,0.6881935000419617
0.2,False,1e-05,0.9779999852180481,0.0931386649608612,0.8040000200271606,0.6738028526306152
0.2,False,1e-06,0.9823333621025085,0.07438130676746368,0.8100000023841858,0.8105126619338989
0.2,2,False,0.5,0.6931508183479309,0.5,0.6931473612785339
0.2,2,1,0.5,0.6931662559509277,0.5,0.6931582689285278
0.2,2,0.5,0.5,0.6931596398353577,0.5,0.6931520700454712
0.2,2,0.1,0.5,0.6931748986244202,0.5,0.6931487321853638
0.2,2,0.01,0.49933332204818726,0.6931676268577576,0.5,0.6931475400924683
0.2,2,0.001,0.9603333473205566,0.22049720585346222,0.8080000281333923,0.6055150032043457
0.2,2,0.0001,0.9776666760444641,0.10754569619894028,0.8029999732971191,0.7889007329940796
0.2,2,1e-05,0.9769999980926514,0.0971912145614624,0.8080000281333923,0.749372661113739
0.2,2,1e-06,0.984000027179718,0.04490922391414642,0.7929999828338623,0.8740324378013611
0.2,4,False,0.4946666657924652,0.6931532621383667,0.5,0.6931472420692444
0.2,4,1,0.5,0.6931660771369934,0.5,0.6931582093238831
0.2,4,0.5,0.5,0.6931594014167786,0.5,0.6931514739990234
0.2,4,0.1,0.5,0.6931541562080383,0.5,0.6931492686271667
0.2,4,0.01,0.8446666598320007,0.5377373695373535,0.7979999780654907,0.6320340633392334
0.2,4,0.001,0.8813333511352539,0.39599594473838806,0.8009999990463257,0.5549898147583008
0.2,4,0.0001,0.9803333282470703,0.1013580709695816,0.8220000267028809,0.7313284277915955
0.2,4,1e-05,0.9649999737739563,0.1289636790752411,0.7950000166893005,0.7158905863761902
0.2,4,1e-06,0.48533332347869873,0.6931653618812561,0.5,0.6931498646736145
0.2,8,False,0.9760000109672546,0.08785367757081985,0.8199999928474426,0.7515072226524353
0.2,8,1,0.5013333559036255,0.6931671500205994,0.5,0.6931583285331726
0.2,8,0.5,0.49533334374427795,0.6931633353233337,0.5,0.6931526064872742
0.2,8,0.1,0.5006666779518127,0.6931533217430115,0.5,0.6931480169296265
0.2,8,0.01,0.8376666903495789,0.5478816032409668,0.7509999871253967,0.6720943450927734
0.2,8,0.001,0.9266666769981384,0.3044250011444092,0.7940000295639038,0.5510703325271606
0.2,8,0.0001,0.9733333587646484,0.12109053879976273,0.8259999752044678,0.6972764730453491
0.2,8,1e-05,0.9586666822433472,0.14897878468036652,0.8119999766349792,0.6580990552902222
0.2,8,1e-06,0.9803333282470703,0.08538904786109924,0.7739999890327454,1.078691840171814
0.2,16,False,0.9793333411216736,0.0561651848256588,0.7950000166893005,0.9435817003250122
0.2,16,1,0.5,0.693161129951477,0.5,0.6931578516960144
0.2,16,0.5,0.5,0.6931557059288025,0.5,0.6931515336036682
0.2,16,0.1,0.5,0.6931657791137695,0.5,0.6931518316268921
0.2,16,0.01,0.8336666822433472,0.5556716918945312,0.8050000071525574,0.620833158493042
0.2,16,0.001,0.9043333530426025,0.34603869915008545,0.8059999942779541,0.5629202723503113
0.2,16,0.0001,0.9683333039283752,0.1269720196723938,0.8190000057220459,0.7102522253990173
0.2,16,1e-05,0.9679999947547913,0.1300084888935089,0.8199999928474426,0.6258438229560852
0.2,16,1e-06,0.4959999918937683,0.6931555271148682,0.5,0.6931487321853638
0.2,32,False,0.9776666760444641,0.08163227140903473,0.796999990940094,0.85871422290802
0.2,32,1,0.5,0.693184494972229,0.5,0.693157970905304
0.2,32,0.5,0.49266666173934937,0.6932094693183899,0.5,0.6931533813476562
0.2,32,0.1,0.5,0.6931517720222473,0.5,0.6931487321853638
0.2,32,0.01,0.4833333194255829,0.6932424306869507,0.5,0.6931570768356323
0.2,32,0.001,0.9463333487510681,0.25721582770347595,0.8149999976158142,0.5805536508560181
0.2,32,0.0001,0.9636666774749756,0.14608725905418396,0.7879999876022339,0.748608410358429
0.2,32,1e-05,0.9496666789054871,0.15902528166770935,0.8080000281333923,0.6352006793022156
0.2,32,1e-06,0.9786666631698608,0.06277577579021454,0.8100000023841858,0.811208188533783
0.2,64,False,0.9639999866485596,0.13045014441013336,0.8100000023841858,0.6605216264724731
0.2,64,1,0.5,0.6931732296943665,0.5,0.6931569576263428
0.2,64,0.5,0.4906666576862335,0.693162202835083,0.5,0.6931520104408264
0.2,64,0.1,0.5,0.6931630969047546,0.5,0.6931484341621399
0.2,64,0.01,0.5,0.6931872367858887,0.5,0.6931549906730652
0.2,64,0.001,0.9440000057220459,0.2624625563621521,0.7919999957084656,0.6049036979675293
0.2,64,0.0001,0.9683333039283752,0.12659984827041626,0.7900000214576721,0.7664428353309631
0.2,64,1e-05,0.9146666526794434,0.2751230299472809,0.8040000200271606,0.5397771000862122
0.2,64,1e-06,0.5,0.6931536197662354,0.5,0.6931487917900085
0.3,False,False,0.9829999804496765,0.07485366612672806,0.7870000004768372,0.8650283217430115
0.3,False,1,0.5,0.6931657791137695,0.5,0.6931625604629517
0.3,False,0.5,0.47999998927116394,0.6931756138801575,0.5,0.6931533813476562
0.3,False,0.1,0.5,0.693157970905304,0.5,0.6931486129760742
0.3,False,0.01,0.5,0.6931582093238831,0.5,0.6931519508361816
0.3,False,0.001,0.953000009059906,0.2444687932729721,0.8109999895095825,0.6268078684806824
0.3,False,0.0001,0.9803333282470703,0.1149938777089119,0.8019999861717224,0.7565333843231201
0.3,False,1e-05,0.9773333072662354,0.0718998983502388,0.7940000295639038,0.866910457611084
0.3,False,1e-06,0.49933332204818726,0.6931594014167786,0.5,0.6931476593017578
0.3,2,False,0.5,0.693152666091919,0.5,0.6931476593017578
0.3,2,1,0.5,0.6931713223457336,0.5,0.6931590437889099
0.3,2,0.5,0.5,0.6931613087654114,0.5,0.69315505027771
0.3,2,0.1,0.5,0.6931555271148682,0.5,0.6931484341621399
0.3,2,0.01,0.5,0.6931561827659607,0.5,0.6931484937667847
0.3,2,0.001,0.9309999942779541,0.2783357501029968,0.8159999847412109,0.5817242860794067
0.3,2,0.0001,0.9433333277702332,0.18706168234348297,0.8130000233650208,0.5897679328918457
0.3,2,1e-05,0.9576666951179504,0.11837227642536163,0.8209999799728394,0.6517471075057983
0.3,2,1e-06,0.9750000238418579,0.0724693089723587,0.8080000281333923,0.6818158626556396
0.3,4,False,0.9693333506584167,0.08607126772403717,0.8100000023841858,0.6167711019515991
0.3,4,1,0.49799999594688416,0.6931675672531128,0.5,0.6931590437889099
0.3,4,0.5,0.4819999933242798,0.693173348903656,0.5,0.693152666091919
0.3,4,0.1,0.5,0.693155825138092,0.5,0.6931480169296265
0.3,4,0.01,0.5,0.6931658387184143,0.5,0.693149209022522
0.3,4,0.001,0.9160000085830688,0.3141368627548218,0.8019999861717224,0.6020929217338562
0.3,4,0.0001,0.9480000138282776,0.16572129726409912,0.8209999799728394,0.5801755785942078
0.3,4,1e-05,0.49533334374427795,0.6931535601615906,0.5,0.6931484341621399
0.3,4,1e-06,0.9570000171661377,0.14509136974811554,0.8169999718666077,0.6133096814155579
0.3,8,False,0.5,0.6931617259979248,0.5,0.6931486129760742
0.3,8,1,0.492000013589859,0.6931630969047546,0.5,0.693154513835907
0.3,8,0.5,0.5,0.6931622624397278,0.5,0.69315105676651
0.3,8,0.1,0.5,0.6931553483009338,0.5,0.6931482553482056
0.3,8,0.01,0.8169999718666077,0.574212908744812,0.8009999990463257,0.6198099851608276
0.3,8,0.001,0.9380000233650208,0.26086312532424927,0.8109999895095825,0.6431394219398499
0.3,8,0.0001,0.9129999876022339,0.28439176082611084,0.796999990940094,0.5429733395576477
0.3,8,1e-05,0.9760000109672546,0.09506989270448685,0.8199999928474426,0.6969113349914551
0.3,8,1e-06,0.4866666793823242,0.693157970905304,0.5,0.6931493878364563
0.3,16,False,0.9723333120346069,0.09345103055238724,0.8140000104904175,0.7523958683013916
0.3,16,1,0.4819999933242798,0.6931799054145813,0.5,0.6931574940681458
0.3,16,0.5,0.4973333477973938,0.6931638121604919,0.5,0.6931552290916443
0.3,16,0.1,0.49533334374427795,0.6931551098823547,0.5,0.6931486129760742
0.3,16,0.01,0.5,0.6931791305541992,0.5,0.693148672580719
0.3,16,0.001,0.5,0.6931573152542114,0.5,0.6931476593017578
0.3,16,0.0001,0.9470000267028809,0.18751269578933716,0.8149999976158142,0.6423866748809814
0.3,16,1e-05,0.9516666531562805,0.14737389981746674,0.8059999942779541,0.6309068202972412
0.3,16,1e-06,0.9666666388511658,0.12036307901144028,0.8149999976158142,0.6393463015556335
0.3,32,False,0.9693333506584167,0.11804872751235962,0.8149999976158142,0.6694257259368896
0.3,32,1,0.5013333559036255,0.693169116973877,0.5,0.6931586861610413
0.3,32,0.5,0.5,0.6931666135787964,0.5,0.6931533813476562
0.3,32,0.1,0.5,0.6931594014167786,0.5,0.6931480169296265
0.3,32,0.01,0.5,0.6931706666946411,0.5,0.6931490302085876
0.3,32,0.001,0.887333333492279,0.38076528906822205,0.7960000038146973,0.5638624429702759
0.3,32,0.0001,0.9493333101272583,0.1736822873353958,0.796999990940094,0.6295488476753235
0.3,32,1e-05,0.9623333215713501,0.10635163635015488,0.8230000138282776,0.6633233428001404
0.3,32,1e-06,0.9786666631698608,0.09184560924768448,0.8180000185966492,0.7270500659942627
0.3,64,False,0.9703333377838135,0.08555227518081665,0.8100000023841858,0.7173384428024292
0.3,64,1,0.5,0.6931607127189636,0.5,0.6931564807891846
0.3,64,0.5,0.4946666657924652,0.6931588649749756,0.5,0.6931524872779846
0.3,64,0.1,0.5,0.6931664943695068,0.5,0.6931486129760742
0.3,64,0.01,0.5,0.6931614875793457,0.5,0.6931473016738892
0.3,64,0.001,0.9390000104904175,0.2764304280281067,0.7559999823570251,0.7793741226196289
0.3,64,0.0001,0.9520000219345093,0.18325085937976837,0.8059999942779541,0.6039811968803406
0.3,64,1e-05,0.9666666388511658,0.0920359417796135,0.7900000214576721,0.7814763188362122
0.3,64,1e-06,0.9763333201408386,0.08266440033912659,0.7870000004768372,0.9606862664222717
0.4,False,False,0.9806666374206543,0.07419721782207489,0.8109999895095825,0.75762939453125
0.4,False,1,0.4886666536331177,0.6931743025779724,0.5,0.6931674480438232
0.4,False,0.5,0.5,0.6931586265563965,0.5,0.6931549906730652
0.4,False,0.1,0.5,0.6931790113449097,0.5,0.6931532025337219
0.4,False,0.01,0.5,0.6931563019752502,0.5,0.6931475400924683
0.4,False,0.001,0.909333348274231,0.31776711344718933,0.8080000281333923,0.549834132194519
0.4,False,0.0001,0.9653333425521851,0.15375205874443054,0.8090000152587891,0.732251763343811
0.4,False,1e-05,0.9646666646003723,0.12581531703472137,0.8069999814033508,0.6457039713859558
0.4,False,1e-06,0.9793333411216736,0.05844856798648834,0.8220000267028809,0.7368993759155273
0.4,2,False,0.4880000054836273,0.6931535005569458,0.5,0.6931473016738892
0.4,2,1,0.5,0.6931672096252441,0.5,0.6931593418121338
0.4,2,0.5,0.5,0.6931789517402649,0.5,0.693152904510498
0.4,2,0.1,0.5,0.6931512951850891,0.5,0.6931487321853638
0.4,2,0.01,0.4959999918937683,0.6931593418121338,0.5,0.693147599697113
0.4,2,0.001,0.4959999918937683,0.6931504011154175,0.5,0.6931473612785339
0.4,2,0.0001,0.9353333115577698,0.2233031839132309,0.8069999814033508,0.5219889879226685
0.4,2,1e-05,0.95333331823349,0.16197209060192108,0.8289999961853027,0.5501531958580017
0.4,2,1e-06,0.9543333053588867,0.11781333386898041,0.8240000009536743,0.610421359539032
0.4,4,False,0.9713333249092102,0.0922841802239418,0.8130000233650208,0.6434661149978638
0.4,4,1,0.4973333477973938,0.6931892037391663,0.5,0.693159282207489
0.4,4,0.5,0.5,0.6931564211845398,0.5,0.6931511163711548
0.4,4,0.1,0.5,0.6931566596031189,0.5,0.6931483149528503
0.4,4,0.01,0.5,0.6931539177894592,0.5,0.6931476593017578
0.4,4,0.001,0.5,0.6931555867195129,0.5,0.693147599697113
0.4,4,0.0001,0.9393333196640015,0.2246464192867279,0.7940000295639038,0.6680634021759033
0.4,4,1e-05,0.9646666646003723,0.12399105727672577,0.8240000009536743,0.5690104365348816
0.4,4,1e-06,0.9586666822433472,0.11090628802776337,0.8169999718666077,0.6223678588867188
0.4,8,False,0.9646666646003723,0.0906444787979126,0.8009999990463257,0.693912148475647
0.4,8,1,0.4886666536331177,0.693180501461029,0.5,0.6931635737419128
0.4,8,0.5,0.5,0.6931586861610413,0.5,0.6931544542312622
0.4,8,0.1,0.5,0.6931506395339966,0.5,0.6931475400924683
0.4,8,0.01,0.8270000219345093,0.5549917817115784,0.8050000071525574,0.5995545387268066
0.4,8,0.001,0.906333327293396,0.3343350887298584,0.8109999895095825,0.559486985206604
0.4,8,0.0001,0.9396666884422302,0.1834280639886856,0.8050000071525574,0.6413477659225464
0.4,8,1e-05,0.968999981880188,0.09504477679729462,0.8220000267028809,0.6766548752784729
0.4,8,1e-06,0.9559999704360962,0.13650934398174286,0.8029999732971191,0.6071894764900208
0.4,16,False,0.9589999914169312,0.1044195145368576,0.7990000247955322,0.649959146976471
0.4,16,1,0.5,0.6931623816490173,0.5,0.6931582093238831
0.4,16,0.5,0.5019999742507935,0.6931780576705933,0.5,0.6931549310684204
0.4,16,0.1,0.5,0.6931619644165039,0.5,0.6931492686271667
0.4,16,0.01,0.5,0.6931782960891724,0.5,0.6931491494178772
0.4,16,0.001,0.9213333129882812,0.32659441232681274,0.8090000152587891,0.5397168397903442
0.4,16,0.0001,0.9110000133514404,0.24896757304668427,0.8059999942779541,0.5459798574447632
0.4,16,1e-05,0.9573333263397217,0.1511358767747879,0.8140000104904175,0.634624183177948
0.4,16,1e-06,0.9713333249092102,0.09524021297693253,0.7990000247955322,0.6527852416038513
0.4,32,False,0.9490000009536743,0.12406948953866959,0.8159999847412109,0.5861595869064331
0.4,32,1,0.5,0.6931769847869873,0.5,0.6931580901145935
0.4,32,0.5,0.5,0.6931609511375427,0.5,0.6931522488594055
0.4,32,0.1,0.5,0.6931588649749756,0.5,0.6931487321853638
0.4,32,0.01,0.4893333315849304,0.6931582093238831,0.5,0.6931473612785339
0.4,32,0.001,0.890999972820282,0.35697466135025024,0.7770000100135803,0.6246300935745239
0.4,32,0.0001,0.9179999828338623,0.259548544883728,0.8209999799728394,0.4910857677459717
0.4,32,1e-05,0.9556666612625122,0.1582755595445633,0.8119999766349792,0.5759903788566589
0.4,32,1e-06,0.9623333215713501,0.12295062094926834,0.8180000185966492,0.5885606408119202
0.4,64,False,0.9539999961853027,0.14508973062038422,0.7960000038146973,0.6981414556503296
0.4,64,1,0.5,0.693169116973877,0.5,0.6931557655334473
0.4,64,0.5,0.5,0.6931599378585815,0.5,0.6931533813476562
0.4,64,0.1,0.4866666793823242,0.6931531429290771,0.5,0.6931480169296265
0.4,64,0.01,0.5,0.6931646466255188,0.5,0.6931479573249817
0.4,64,0.001,0.9386666417121887,0.2795581519603729,0.8029999732971191,0.6254028677940369
0.4,64,0.0001,0.9399999976158142,0.23044051229953766,0.8059999942779541,0.6162407398223877
0.4,64,1e-05,0.9456666707992554,0.15472003817558289,0.7900000214576721,0.649393618106842
0.4,64,1e-06,0.9670000076293945,0.1025749072432518,0.7850000262260437,0.7162309288978577
0.5,False,False,0.4986666738986969,0.6931498050689697,0.5,0.6931473612785339
